Centre,Gender,Labour Category,Labour Type,State,District,Centre_length,Date,Wage
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,UTTRAKHAND,"UTTAR 
DINAJPUR",27,May-11,168
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,UTTRAKHAND,"UTTAR 
DINAJPUR",27,May-11,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",UTTRAKHAND,"UTTAR 
DINAJPUR",27,May-11,148
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",UTTRAKHAND,"UTTAR 
DINAJPUR",27,May-11,128
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,UTTRAKHAND,"UTTAR 
DINAJPUR",27,May-11,158
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,UTTRAKHAND,"UTTAR 
DINAJPUR",27,May-11,145
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,UTTRAKHAND,"UTTAR 
DINAJPUR",27,May-11,145
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,UTTRAKHAND,"UTTAR 
DINAJPUR",27,May-11,128
UTTAR DINAJPUR FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",UTTRAKHAND,"UTTAR 
DINAJPUR",27,May-11,150
UTTAR DINAJPUR FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",UTTRAKHAND,"UTTAR 
DINAJPUR",27,May-11,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Jun-11,200
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Jun-11,160
KOYYALAGUDEM FIELD LABOUR,M,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Jun-11,90
KOYYALAGUDEM FIELD LABOUR,W,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Jun-11,-
KOYYALAGUDEM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",ANDHRA PRADESH,WEST GODAVARI,25,Jun-11,180
KOYYALAGUDEM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",ANDHRA PRADESH,WEST GODAVARI,25,Jun-11,120
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,ANDHRA PRADESH,WEST GODAVARI,25,Jun-11,250
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,ANDHRA PRADESH,WEST GODAVARI,25,Jun-11,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,ANDHRA PRADESH,WEST GODAVARI,25,Jun-11,160
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,ANDHRA PRADESH,WEST GODAVARI,25,Jun-11,-
CHENGAOUANDU FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",KARNATAKA,KOLLAM,25,Jun-11,400
CHENGAOUANDU FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",KARNATAKA,KOLLAM,25,Jun-11,350
CHENGAOUANDU FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,KARNATAKA,KOLLAM,25,Jun-11,400
CHENGAOUANDU FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,KARNATAKA,KOLLAM,25,Jun-11,-
CHENGAOUANDU FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,KARNATAKA,KOLLAM,25,Jun-11,-
CHENGAOUANDU FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,KARNATAKA,KOLLAM,25,Jun-11,350
CHENGAOUANDU FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",KARNATAKA,KOLLAM,25,Jun-11,413.33
CHENGAOUANDU FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",KARNATAKA,KOLLAM,25,Jun-11,350
CHENGAOUANDU FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,KARNATAKA,KOLLAM,25,Jun-11,500
CHENGAOUANDU FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,KARNATAKA,KOLLAM,25,Jun-11,-
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Jun-11,195.6
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Jun-11,114.4
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Jun-11,-
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Jun-11,105.7
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Jun-11,-
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Jun-11,107.3
MANGALAPURAM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,NANAKKAL,25,Jun-11,223.1
MANGALAPURAM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,NANAKKAL,25,Jun-11,122
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Jun-11,133.33
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Jun-11,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,Jun-11,150.5
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,Jun-11,185.5
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,TIRUVANNAMALAI,26,Jun-11,158.33
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,TIRUVANNAMALAI,26,Jun-11,66.67
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Jun-11,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Jun-11,61.94
THURINJAPURAM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Jun-11,171.76
THURINJAPURAM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Jun-11,77
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,UTTRAKHAND,"UTTAR 
DINAJPUR",27,Jun-11,178
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,UTTRAKHAND,"UTTAR 
DINAJPUR",27,Jun-11,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",UTTRAKHAND,"UTTAR 
DINAJPUR",27,Jun-11,135
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",UTTRAKHAND,"UTTAR 
DINAJPUR",27,Jun-11,105
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,UTTRAKHAND,"UTTAR 
DINAJPUR",27,Jun-11,123
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,UTTRAKHAND,"UTTAR 
DINAJPUR",27,Jun-11,105
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,UTTRAKHAND,"UTTAR 
DINAJPUR",27,Jun-11,130
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,UTTRAKHAND,"UTTAR 
DINAJPUR",27,Jun-11,104
UTTAR DINAJPUR FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",UTTRAKHAND,"UTTAR 
DINAJPUR",27,Jun-11,123
UTTAR DINAJPUR FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",UTTRAKHAND,"UTTAR 
DINAJPUR",27,Jun-11,105
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Jul-12,216.67
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Jul-12,150
KOYYALAGUDEM FIELD LABOUR,M,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Jul-12,110
KOYYALAGUDEM FIELD LABOUR,W,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Jul-12,-
KOYYALAGUDEM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",ANDHRA PRADESH,WEST GODAVARI,25,Jul-12,250
KOYYALAGUDEM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",ANDHRA PRADESH,WEST GODAVARI,25,Jul-12,150
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,ANDHRA PRADESH,WEST GODAVARI,25,Jul-12,-
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,ANDHRA PRADESH,WEST GODAVARI,25,Jul-12,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,ANDHRA PRADESH,WEST GODAVARI,25,Jul-12,-
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,ANDHRA PRADESH,WEST GODAVARI,25,Jul-12,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",COBBLER,ANDHRA PRADESH,WEST GODAVARI,25,Jul-12,-
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",COBBLER,ANDHRA PRADESH,WEST GODAVARI,25,Jul-12,-
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Jul-12,263
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Jul-12,117
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Jul-12,250
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Jul-12,115
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Jul-12,-
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Jul-12,113
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,282
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,178
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,90
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,176
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,73
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,80
THURINJAPURAM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,196
THURINJAPURAM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,83
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,TIRUVANNAMALAI,26,Jul-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,243
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,117
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,117
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,200
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,167
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,200
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,165
UTTAR DINAJPUR FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,175
UTTAR DINAJPUR FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,135
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,265
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,270
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",COBBLER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,250
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",COBBLER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jul-12,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Aug-12,200
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Aug-12,133.33
KOYYALAGUDEM FIELD LABOUR,M,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Aug-12,55
KOYYALAGUDEM FIELD LABOUR,W,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Aug-12,-
KOYYALAGUDEM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",ANDHRA PRADESH,WEST GODAVARI,25,Aug-12,200
KOYYALAGUDEM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",ANDHRA PRADESH,WEST GODAVARI,25,Aug-12,150
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,ANDHRA PRADESH,WEST GODAVARI,25,Aug-12,300
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,ANDHRA PRADESH,WEST GODAVARI,25,Aug-12,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,ANDHRA PRADESH,WEST GODAVARI,25,Aug-12,175
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,ANDHRA PRADESH,WEST GODAVARI,25,Aug-12,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",COBBLER,ANDHRA PRADESH,WEST GODAVARI,25,Aug-12,-
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",COBBLER,ANDHRA PRADESH,WEST GODAVARI,25,Aug-12,-
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Aug-12,283
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Aug-12,122
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Aug-12,257
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Aug-12,116
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Aug-12,-
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Aug-12,111
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,277
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,177
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,90
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,169
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,73
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,80
THURINJAPURAM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,197
THURINJAPURAM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,81
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,TIRUVANNAMALAI,26,Aug-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,228
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,165
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,133
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,175
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,144
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,175
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,141
UTTAR DINAJPUR FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,167
UTTAR DINAJPUR FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,130
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,253
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,260
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",COBBLER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,200
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",COBBLER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Aug-12,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Sep-12,200
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Sep-12,150
KOYYALAGUDEM FIELD LABOUR,M,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Sep-12,55
KOYYALAGUDEM FIELD LABOUR,W,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Sep-12,-
KOYYALAGUDEM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",ANDHRA PRADESH,WEST GODAVARI,25,Sep-12,200
KOYYALAGUDEM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",ANDHRA PRADESH,WEST GODAVARI,25,Sep-12,120
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,ANDHRA PRADESH,WEST GODAVARI,25,Sep-12,250
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,ANDHRA PRADESH,WEST GODAVARI,25,Sep-12,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,ANDHRA PRADESH,WEST GODAVARI,25,Sep-12,155
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,ANDHRA PRADESH,WEST GODAVARI,25,Sep-12,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",COBBLER,ANDHRA PRADESH,WEST GODAVARI,25,Sep-12,-
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",COBBLER,ANDHRA PRADESH,WEST GODAVARI,25,Sep-12,-
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Sep-12,275
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Sep-12,121
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Sep-12,258
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Sep-12,115
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Sep-12,-
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Sep-12,114
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Sep-12,277
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Sep-12,-
